%mcmc_id interface p_high         p_low          rho_high       rho_low        least_sq_term_1_1 least_sq_term_2_1 least_sq_term_3_1 least_sq_term_4_1 least_sq_term_5_1 least_sq_term_6_1 least_sq_term_7_1 least_sq_term_8_1 least_sq_term_9_1 least_sq_term_10_1 least_sq_term_11_1 least_sq_term_12_1 least_sq_term_13_1 least_sq_term_14_1 least_sq_term_15_1 least_sq_term_16_1 least_sq_term_17_1 least_sq_term_18_1 
1        NO_ID      100000         10000          1              0.125          1              1              1              0.9999999985   0.9997421981   0.925892924    0.7454557991   0.590119321    0.4633856537   0.425846145    0.4261221667   0.4223602742   0.2655528765   0.2655578663   0.2614335142   0.125          0.125          0.125          
2        NO_ID      93804.70404    8663.086851    0.9206896394   0.1385933848   0.9206896394   0.9206896394   0.9206896394   0.9206896372   0.9203618673   0.8472373804   0.6826731685   0.541539716    0.4267582052   0.4008973259   0.4011563589   0.3975674419   0.3139198774   0.3147727418   0.139397656    0.1385933848   0.1385933848   0.1385933848   
3        NO_ID      94429.80788    8773.130523    0.8761792128   0.1345156086   0.8761792128   0.8761792128   0.8761792128   0.8761792009   0.8753419224   0.7911198987   0.6394643139   0.5102421638   0.4049287617   0.3835233232   0.3837335662   0.3815362785   0.3048911332   0.3057220851   0.1578559987   0.1345156086   0.1345156086   0.1345156086   
4        NO_ID      94429.80788    8773.130523    0.8761792128   0.1345156086   0.8761792128   0.8761792128   0.8761792128   0.8761792009   0.8753419224   0.7911198987   0.6394643139   0.5102421638   0.4049287617   0.3835233232   0.3837335662   0.3815362785   0.3048911332   0.3057220851   0.1578559987   0.1345156086   0.1345156086   0.1345156086   
5        NO_ID      93761.47462    8661.512078    0.8868249532   0.1321649811   0.8868249532   0.8868249532   0.8868249532   0.8868249464   0.8862128224   0.8059837971   0.650713903    0.5181739912   0.4099796019   0.385363927    0.3856350243   0.3832648379   0.2988747936   0.2996067941   0.1562091519   0.1321649811   0.1321649811   0.1321649811   
6        NO_ID      93154.07417    8601.074033    0.8882405025   0.1311549097   0.8882405025   0.8882405025   0.8882405025   0.8882404971   0.8877076747   0.8094872597   0.6532373525   0.519742247    0.4107605993   0.3851910779   0.3854780813   0.3829953407   0.2962018678   0.2969074426   0.1524395282   0.1311549097   0.1311549097   0.1311549097   
7        NO_ID      92826.36317    8534.594345    0.8928557685   0.1291947945   0.8928557685   0.8928557685   0.8928557685   0.8928557643   0.8923956606   0.8160839302   0.6582465046   0.5232401026   0.4129422626   0.3852531693   0.3855649099   0.3830709436   0.2913513033   0.2919875761   0.1584683305   0.1291947945   0.1291947945   0.1291947945   
8        NO_ID      93032.05765    8375.072014    0.8870330777   0.1279146433   0.8870330777   0.8870330777   0.8870330777   0.8870330723   0.8864992999   0.8083638824   0.6523403581   0.5190003012   0.4098843736   0.3809624504   0.3813057394   0.3792452402   0.290996066    0.2916367933   0.1687708173   0.1279146433   0.1279146433   0.1279146433   
9        NO_ID      93032.05765    8375.072014    0.8870330777   0.1279146433   0.8870330777   0.8870330777   0.8870330777   0.8870330723   0.8864992999   0.8083638824   0.6523403581   0.5190003012   0.4098843736   0.3809624504   0.3813057394   0.3792452402   0.290996066    0.2916367933   0.1687708173   0.1279146433   0.1279146433   0.1279146433   
10       NO_ID      93032.05765    8375.072014    0.8870330777   0.1279146433   0.8870330777   0.8870330777   0.8870330777   0.8870330723   0.8864992999   0.8083638824   0.6523403581   0.5190003012   0.4098843736   0.3809624504   0.3813057394   0.3792452402   0.290996066    0.2916367933   0.1687708173   0.1279146433   0.1279146433   0.1279146433   
11       NO_ID      93032.05765    8375.072014    0.8870330777   0.1279146433   0.8870330777   0.8870330777   0.8870330777   0.8870330723   0.8864992999   0.8083638824   0.6523403581   0.5190003012   0.4098843736   0.3809624504   0.3813057394   0.3792452402   0.290996066    0.2916367933   0.1687708173   0.1279146433   0.1279146433   0.1279146433   
12       NO_ID      93032.05765    8375.072014    0.8870330777   0.1279146433   0.8870330777   0.8870330777   0.8870330777   0.8870330723   0.8864992999   0.8083638824   0.6523403581   0.5190003012   0.4098843736   0.3809624504   0.3813057394   0.3792452402   0.290996066    0.2916367933   0.1687708173   0.1279146433   0.1279146433   0.1279146433   
13       NO_ID      93032.05765    8375.072014    0.8870330777   0.1279146433   0.8870330777   0.8870330777   0.8870330777   0.8870330723   0.8864992999   0.8083638824   0.6523403581   0.5190003012   0.4098843736   0.3809624504   0.3813057394   0.3792452402   0.290996066    0.2916367933   0.1687708173   0.1279146433   0.1279146433   0.1279146433   
14       NO_ID      94086.89066    8319.751372    0.8845307508   0.1265458727   0.8845307508   0.8845307508   0.8845307508   0.8845307425   0.8838501262   0.8022290295   0.6479297067   0.5162259701   0.4082425229   0.3779932635   0.3783711431   0.3767357991   0.289907402    0.2903983434   0.2073854181   0.1265458727   0.1265458727   0.1265458727   
15       NO_ID      79897.84575    8495.128569    0.8945563556   0.1259430614   0.8945563556   0.8945563556   0.8945563556   0.8945563556   0.8945327093   0.856843428    0.689385761    0.5392613521   0.4188566417   0.3949694891   0.3951271931   0.3755206618   0.2655781076   0.2658218406   0.125981061    0.1259430614   0.1259430614   0.1259430614   
16       NO_ID      80474.89376    8495.162054    0.9006494732   0.1238288321   0.9006494732   0.9006494732   0.9006494732   0.9006494731   0.9006253575   0.8625777311   0.6939983899   0.5428727429   0.4214397873   0.3952227158   0.3953977616   0.377538651    0.2608411825   0.2611332943   0.1239516345   0.1238288321   0.1238288321   0.1238288321   
17       NO_ID      80474.89376    8495.162054    0.9006494732   0.1238288321   0.9006494732   0.9006494732   0.9006494732   0.9006494731   0.9006253575   0.8625777311   0.6939983899   0.5428727429   0.4214397873   0.3952227158   0.3953977616   0.377538651    0.2608411825   0.2611332943   0.1239516345   0.1238288321   0.1238288321   0.1238288321   
18       NO_ID      80474.89376    8495.162054    0.9006494732   0.1238288321   0.9006494732   0.9006494732   0.9006494732   0.9006494731   0.9006253575   0.8625777311   0.6939983899   0.5428727429   0.4214397873   0.3952227158   0.3953977616   0.377538651    0.2608411825   0.2611332943   0.1239516345   0.1238288321   0.1238288321   0.1238288321   
19       NO_ID      80683.32441    8511.059637    0.8939554152   0.1250797652   0.8939554152   0.8939554152   0.8939554152   0.8939554151   0.8939259269   0.8538616156   0.6867635571   0.5378141125   0.418182174    0.3935828783   0.3937493947   0.3768371506   0.2643482413   0.2646325852   0.1251750782   0.1250797652   0.1250797652   0.1250797652   
20       NO_ID      80683.32441    8511.059637    0.8939554152   0.1250797652   0.8939554152   0.8939554152   0.8939554152   0.8939554151   0.8939259269   0.8538616156   0.6867635571   0.5378141125   0.418182174    0.3935828783   0.3937493947   0.3768371506   0.2643482413   0.2646325852   0.1251750782   0.1250797652   0.1250797652   0.1250797652   
21       NO_ID      80141.90241    8504.149352    0.8897280399   0.1241703289   0.8897280399   0.8897280399   0.8897280399   0.8897280398   0.8896998758   0.8502853052   0.6839243645   0.5354770588   0.4162898979   0.3920058877   0.392167018    0.3746207434   0.261635158    0.261921284    0.1242807647   0.1241703289   0.1241703289   0.1241703289   
